"x" "y"
7.95396897654585 57.5960525205158
7.21363742004265 57.5582113716295
6.48524669509595 57.659121101993
5.64938848614073 57.9366228604924
5.23145938166312 58.100601172333
4.40754200426440 58.277193200469
3.72691460554371 58.6303772567409
3.48809797441365 59.1601533411489
3.2970446695096 59.6394745603751
3.21345884861407 60.1692506447831
3.09405053304904 60.6864130128957
2.60447643923241 61.0648245017585
2.03131652452026 61.3675536928488
1.35068912579957 61.7333514654162
0.992464179104478 61.7711926143025
0.65812089552239 61.935170926143
0.0969018123667382 61.7333514654162
-0.786719722814498 61.5693731535756
-1.25241215351812 61.3423262602579
-2.02856620469083 60.9891422039859
-4.0 60.0809546307151
-4.0 58.5358056379228
-3.07935938166311 58.7060595545135
-3.10324104477612 58.5420812426729
-3.06741855010661 58.4790126611958
-3.85551343283582 57.9492365767878
-3.73610511727079 57.8483268464244
-3.89133592750533 57.6465073856975
-2.02856620469083 57.7095759671747
-1.76586791044776 57.5203702227433
-1.82557206823028 57.4068467760844
-2.05244786780384 57.1167313012896
-2.15991535181237 56.864456975381
-2.48231780383795 56.6121826494725
-2.69725277185501 56.4734317702228
-2.73307526652452 56.4103631887456
-2.56590362473347 56.2842260257913
-2.70919360341151 56.2211574443142
-2.92412857142857 56.1833162954279
-3.12712270788912 56.0571791324736
-3.01965522388060 56.0067242672919
-2.6614302771855 56.0824065650645
-2.15991535181237 55.9184282532239
-1.63451876332623 55.6535402110199
-1.19270799573561 55.0
8.18084477611941 55.0
8.26443059701493 55.3634247362251
7.91814648187634 55.5274030480657
8.12114061833689 55.7418362250879
8.09725895522388 56.4734317702228
8.1450222814499 56.7509335287222
