"x" "y"
-7.63758915145756 56.7828187051209
-7.22745404924057 57.1189258682253
-7.17203038677882 57.4923782716748
-7.02792886437826 57.7040013002961
-6.81731894702359 57.8160370213309
-6.49586170474541 57.9280727423658
-6.3628449148372 58.0276600499523
-6.3628449148372 58.2019378382287
-6.13006553249783 58.2641799054702
-6.26308232240604 58.3015251458152
-6.16331972997488 58.4509061071949
-6.28525178739074 58.5255965878848
-6.81731894702359 58.3139735592635
-7.06118306185531 58.2641799054702
-7.14986092179412 58.1894894247803
-7.20528458425587 58.0276600499523
-7.10552199182471 57.8782790885725
-7.54891129151875 57.6915528868478
-7.77060594136577 57.5546203389163
-7.44914869908759 57.542171925468
-7.5156570940417 57.3056520699501
-7.50457236154935 57.0691322144321
-7.6265044189652 56.944648079949
-7.69301281391931 56.8326123589141
