"x" "y"
-1.39688475826398 60.1687871630623
-1.40796949075633 59.8949220671993
-1.24169850337106 59.8575768268544
-1.24169850337106 59.9696125478892
-1.16410537592461 60.0194062016825
-1.20844430589401 60.081648268924
-1.15302064343226 60.1438903361656
-1.10868171346285 60.1065450958207
-1.02000385352405 60.1438903361656
-1.14193591093991 60.2185808168555
-1.0754275159858 60.2683744706488
-1.10868171346285 60.318168124442
-1.0754275159858 60.355513364787
-0.886987063615834 60.3430649513386
-0.886987063615834 60.4053070185802
-1.0754275159858 60.4177554320285
-1.05325805100110 60.4924459127184
-0.975664923554642 60.6044816337532
-0.909156528600535 60.5671363934083
-0.787224471184675 60.5671363934083
-0.765055006199974 60.6169300472016
-0.853732866138781 60.6542752875465
-0.776139738692324 60.8534499027195
-0.898071796108185 60.8783467296161
-0.964580191062291 60.753862595133
-1.15302064343226 60.7414141816847
-1.15302064343226 60.6667237009948
-1.25278323586341 60.5795848068566
-1.31929163081752 60.6542752875465
-1.43013895574103 60.6418268740982
-1.56315574564924 60.5671363934083
-1.61857940811100 60.4924459127184
-1.46339315321808 60.4177554320285
-1.49664735069514 60.3430649513386
-1.75159619801921 60.3430649513386
-1.71834200054216 60.2808228840971
-1.6629183380804 60.2310292303038
