"x" "y"
-5.22331246465819 55.0036035707462
-4.69387930086511 55.5390703096917
-5.04683474339383 55.7398703367963
-5.55420819202886 55.3382702825871
-5.84098448908345 55.3382702825871
-6.59101480445698 55.7398703367963
-6.43659679835066 56.5096037740306
-6.83367167119547 57.5136039095535
-6.32629822256044 57.8148039502104
-5.88510391939954 57.4466705671853
-5.77480534360931 57.9152039637627
-5.00271531307774 58.6514707298129
-4.40710300381053 58.5510707162606
-2.95116180337956 58.684937400997
-3.06146037916979 58.3837373603401
-3.43647553685655 58.2164040044196
-3.41441582169851 57.7478706078422
-1.95847462126754 57.7144039366581
-1.75993718484514 57.5136039095535
-2.50996750021866 56.6100037875829
-2.46584806990257 56.0410703774532
-1.62757889389687 55.639470323244
-1.27462345136815 54.9701368995621
-0.943727723997473 55.1040035842985
0.0268997429565047 54.2338701335119
0.159258033904774 54.1000034487755
0.446034330959359 54.2004034623278
0.534273191591538 53.4641366962776
0.644571767381763 53.3302700115412
1.26224379180702 52.9286699573321
1.76961724044205 52.6609365878593
1.74755752528401 52.3597365472024
1.46078122822943 51.4561364252317
1.65931866465183 50.9206696862862
2.43140869518340 51.1214697133908
3.22555844087302 51.4226697540476
4.30648448361722 52.1924031912819
4.50502192003963 52.3262698760183
4.68149964130399 52.9621366285162
4.68149964130399 53.0960033132526
5.21093280509707 53.3972033539094
6.53451571457976 53.5980033810140
7.79191947858832 53.7653367369345
8.34341235753945 54.1669367911437
8.34341235753945 54.4681368318006
8.21105406659118 54.6689368589052
8.29929292722336 55.4052036249553
7.85809862406246 55.5390703096917
7.90221805437855 57.5805372519217
6.68893372068608 57.6140039231058
5.7183062537321 57.8817372925786
5.34329109604534 58.0825373196832
4.35060391393331 58.350270689156
3.71087217435001 58.684937400997
3.44615559245347 59.4212041670471
3.15937929539889 60.6929376720429
1.52696037370356 61.6969378075658
-1.14226516041988 61.429204438093
-2.02465376674167 60.9941377126998
-2.02465376674167 60.1574709330973
-2.37760920927039 60.1240042619132
-2.97322151853761 59.7558708788881
-4.36298357349444 59.9566709059927
-5.59832762234496 59.722404207704
-6.43659679835066 59.5216041805994
-7.47340341077877 58.8188040857334
-8.59844888383907 58.4841373738924
-9.21612090826433 58.2164040044196
-9.23818062342237 56.3757370892942
-9.39259862952868 55.3717369537712
-8.68668774447125 55.0036035707462
-8.2675531564684 55.304803611403
-7.29692568951442 55.3717369537712
-6.81161195603743 55.2378702690349
-6.19393993161217 55.3382702825871
-5.75274562845127 54.8697368860098
